customer_id,customer_name,email,signup_date,last_purchase_date,purchase_amount,product_category,country
221,Mark Adams,mark.adams@example.com,2023-13-40,16/11/2024,299.64,Home,france
448,CHRISTINA MORSE,christina.morse@example.com,2025-06-16,09-06-2024,198.9,Fashion,United Kingdom
336,Joseph Santos,joseph.santos@example.com,02-16-2025,03-24-2025,302.11,Home,usa
216,Brooke Gates,brooke.gates@example.com,2025/04/23,30/10/2024,335.27,Electronics,france
229,Roy Summers,roy.summers@example.com,2023-13-40,07-13-2024,197.11,Fashion,France
491,christopher parker,christopher.parker@example.com,2025-02-10,2025-02-10,138.5,Electronics,USA
144, Andres Turner ,andres.turner@example.com,2024/09/18,22/01/2025,467.11,Electronics,France
411,Reginald Colon,reginald.colon@example.com,2024/11/20,2024-11-15,458.93,Home,uk
462,Andrew Johnson,andrew.johnson@example.com,23/07/2024,,9613.9,Fashion,UK
388,Jose Pacheco,josepacheco@@example.com,06/07/2024,2024/10/09,499.77,Fashio,FRA
125,KAREN HICKS,karen.hicks@example.com,2023-13-40,2025/05/29,142.01,Electronics,United States
111,Christian Martinez,christian.martinez@example.com,23/10/2024,2024/09/13,238.83,home,uk
161,Jordan Hall,jordan.hall@example.com,2023-13-40,2024-12-13,291.7,fashion,FRA
487,melody espinoza,melody.espinoza@example.com,11/06/2025,2025-06-23,365.88,Fashion,FRA
486,Jared Wilson,jared.wilson@example.com,12-24-2024,12/03/2025,83.98,Home,france
070,joseph vega,joseph.vega@example.com,2024-08-12,13/03/2025,331.83,Fashion,France
500,Robert Morris,robert.morris@example.com,2025/04/07,03-25-2025,50.01,Home,United Kingdom
498, Crystal Jones ,crystal.jones@example.com,2025-04-19,2025-01-20,84.53,Fashio,USA
336,Jeremy Mcdonald,jeremy.mcdonald@example.com,20/09/2024,2025/04/03,183.97,home,usa
287,Rachel Black,rachelblack@@example.com,08-28-2024,09-21-2024,397.95,Home,France
077,Kirk Stephens,kirk.stephens@example.com,21/10/2024,04-08-2025,367.84,Electronics,uk
388,GABRIELLE SCHROEDER,gabrielle.schroeder@example.com,2024-12-05,09-07-2024,241.08,Fashion,France
423,joseph vasquez,joseph.vasquez@example.com,2025/01/12,05-25-2025,53.42,Home,france
373,Brandi Phillips,brandi.phillips@example.com,07/03/2025,2025-04-23,489.06,Fashion,France
354, Crystal Alvarez ,crystal.alvarez@example.com,2024/09/09,2025/05/29,302.69,Fashion,United States
008,Erica Johnson,ericajohnson@@example.com,2025/06/23,08-17-2024,379.42,Fashion,United Kingdom
381,Dennis Morris,dennis.morris@example.com,2024/10/20,2025-05-18,87.95,Home,usa
035,Terri Perry,terri.perry@example.com,2024/09/28,2025/03/24,295.98,Fashion,USA
417,Chris Gray,chris.gray@example.com,23/03/2025,15/10/2024,260.97,home,usa
234,Steven Baker,steven.baker@example.com,07-22-2024,16/07/2024,60.1,Home,United States
498,Mr. Matthew Morgan MD,mr..matthew.morgan.md@example.com,2025-01-31,2025-06-14,334.84,Fashion,uk
132,Maria Johnson,maria.johnson@example.com,28/11/2024,10-02-2024,166.99,Home,FRA
130,Robert Simpson,robert.simpson@example.com,03-19-2025,14/01/2025,241.99,Electronic,FRA
272,Edward Wilkins,edward.wilkins@example.com,2024-12-30,,394.26,Home,USA
197,Dr. Larry Miranda,dr..larry.miranda@example.com,04-01-2025,14/01/2025,9515.81,Electronics,USA
403,jose wright,jose.wright@example.com,11-11-2024,2025-04-06,424.94,Fashion,United States
279,Zachary Velasquez,zachary.velasquez@example.com,2024/12/04,07-20-2024,439.74,Fashion,United States
362,Joel Hart,joel.hart@example.com,2024/12/19,2024/11/20,98.2,Electronics,
381,Nancy Hogan,,22/06/2025,,407.83,Home,
201,Daniel Bright,daniel.bright@example.com,2024/10/10,,369.78,Home,FRA
413, Kimberly Byrd ,kimberly.byrd@example.com,12-29-2024,24/02/2025,221.26,Electronics,FRA
116,rachel lee,rachel.lee@example.com,01-04-2025,06/12/2024,211.79,Home,uk
, Jamie Smith ,jamie.smith@example.com,2024/08/09,03-21-2025,143.25,Home,usa
153,April Lewis,april.lewis@example.com,2024-11-08,,158.43,Fashion,
475,David Rivera,david.rivera@example.com,2025-02-17,2024/07/06,159.91,Electronics,usa
051,Karina Scott,karinascott@@example.com,03-25-2025,2025-05-09,470.16,Home,france
030,Paul Ortiz,paul.ortiz@example.com,2025/04/22,2024-12-12,307.4,Fashion,uk
365, Eric Salazar ,eric.salazar@example.com,10/10/2024,17/01/2025,56.66,Fashion,France
361, Stephanie Harper ,stephanie.harper@example.com,2024/11/08,07/02/2025,261.65,Fashion,United States
312,Jerry Gilmore,jerry.gilmore@example.com,2025-04-02,05-08-2025,187.21,Electronics,USA
,PAUL WILLIAMSON,paul.williamson@example.com,2025/07/02,2024-10-19,224.53,Home,UK
219,Scott Ashley,scott.ashley@example.com,2024-09-28,2024/07/24,416.84,Electronics,uk
287,alexis nichols,alexis.nichols@example.com,2025/05/11,30/06/2025,190.14,Fashion,uk
060,Wesley Douglas,wesleydouglas@@example.com,2025/02/25,2024-10-11,179.55,Fashion,United States
405,ethan marsh,ethan.marsh@example.com,2025-04-25,11-14-2024,212.31,Home,uk
358,Christopher Anderson DDS,christopher.anderson.dds@example.com,07-03-2024,,264.98,Home,france
089,Karen Evans,karen.evans@example.com,28/04/2025,01-01-2025,450.24,Home,usa
093,Cameron Martinez,cameron.martinez@example.com,2025-01-23,2024-07-29,332.75,Fashion,uk
474,Jeffrey Martin,jeffrey.martin@example.com,2024-09-04,11/07/2024,339.83,Fashion,United Kingdom
430,Alex Krause,alex.krause@example.com,01-06-2025,12/09/2024,317.68,Fashion,
138, Luis Gonzalez ,luis.gonzalez@example.com,2025/06/27,26/09/2024,344.36,fashion,United States
331,APRIL FIELDS,aprilfields@@example.com,2025-02-09,2025-03-31,496.74,Fashio,USA
137,Christopher Wiley,christopher.wiley@example.com,2024/09/27,02/04/2025,290.83,Fashion,UK
339,Rachel Moore,rachelmoore@@example.com,01-02-2025,11-22-2024,441.03,Electronics,United Kingdom
329, Nicole Williams ,nicolewilliams@@example.com,2024/08/27,07-07-2024,277.2,Electronics,United States
463,Michael Fields,michael.fields@example.com,2024-11-15,2023-13-40,13.79,Electronics,USA
151,michael klein,,2025/03/05,,175.11,Home,USA
060,Nicole Wood,nicole.wood@example.com,2025-03-24,04-11-2025,31.21,Electronics,UK
484,Cody Huffman,cody.huffman@example.com,05/12/2024,09-24-2024,438.88,Fashion,
348,Michelle Wright,michelle.wright@example.com,04/05/2025,2023-13-40,436.91,home,usa
064,William Gardner,william.gardner@example.com,2024/11/12,01/06/2025,56.44,Home,UK
296,Sarah Irwin,sarahirwin@@example.com,2023-13-40,2024-11-06,408.07,Fashion,FRA
001,ADAM FRANKLIN,adam.franklin@example.com,10-12-2024,11/10/2024,152.25,Electronics,USA
154,JOSHUA HOBBS,joshua.hobbs@example.com,06-26-2025,2024/10/16,172.26,Home,United States
382,Anita Leonard,anita.leonard@example.com,24/02/2025,26/01/2025,318.33,Electronics,france
485,Christopher Pacheco,christopher.pacheco@example.com,2025/04/12,2025-01-13,385.41,Fashion,usa
407,Connie Johnson,connie.johnson@example.com,30/08/2024,,160.2,Fashion,France
242,Paul Schmidt,paul.schmidt@example.com,2024-12-14,07/07/2024,229.14,Electronics,United Kingdom
100,Jeff Andrews,jeff.andrews@example.com,05-06-2025,2024/07/16,48.16,Electronics,FRA
165,Haley Black,haley.black@example.com,08-18-2024,04/01/2025,414.09,Home,United States
314,Scott Jones,scott.jones@example.com,04-12-2025,2025-04-16,227.18,Fashion,uk
127,Andrew Ibarra,andrew.ibarra@example.com,2025/02/15,,67.51,Electronics,usa
155,Krista Reyes,krista.reyes@example.com,11-29-2024,2024/09/15,81.53,Electronics,United Kingdom
,Chelsea Carter,chelsea.carter@example.com,11/03/2025,07-03-2025,277.0,Home,france
131,Dylan Kelly,dylan.kelly@example.com,06-11-2025,14/10/2024,451.21,Home,USA
002, alex simmons ,alex.simmons@example.com,16/12/2024,2023-13-40,13.69,home,United Kingdom
086,Tonya Montgomery,tonya.montgomery@example.com,2025-01-18,2024/07/19,1427.9,Fashion,France
162,Natasha Harper,natasha.harper@example.com,03-25-2025,06-15-2025,46.72,Electronics,United Kingdom
321,Keith Castillo,keith.castillo@example.com,10-26-2024,26/09/2024,348.28,Electronics,france
011,ERIN JACOBS,erin.jacobs@example.com,27/08/2024,2025/06/24,497.96,Fashion,France
185,Patrick Higgins,patrick.higgins@example.com,2025/05/01,2024/08/26,82.74,Fashion,usa
350,Alicia Molina,aliciamolina@@example.com,2024-11-23,2024-09-27,121.42,Fashion,United States
406, Erika Booker ,erika.booker@example.com,2025/03/27,09-08-2024,312.49,fashion,france
407,Nicholas Wolfe,nicholas.wolfe@example.com,07/05/2025,11-10-2024,114.07,Electronics,United Kingdom
323,Rebecca Carlson,rebecca.carlson@example.com,2024-09-21,,7933.26,Fashion,UK
203,Geoffrey Curtis,geoffrey.curtis@example.com,2024-09-29,2024/08/19,75.31,Home,France
359,Jeffrey Phillips,jeffrey.phillips@example.com,2025/03/28,2025/03/31,106.38,Home,
406,Tom Jackson,tom.jackson@example.com,2025-01-10,2025-05-19,206.08,Fashion,usa
345,STACEY SOTO,stacey.soto@example.com,2024-12-08,2024-10-11,283.07,Hom,United States
238,Justin Benson,justin.benson@example.com,07-23-2024,08/09/2024,65.72,Fashion,uk
345,carly potts,carly.potts@example.com,27/01/2025,,427.82,Electronics,UK
008,amanda greer,amanda.greer@example.com,06-02-2025,2025/04/12,120.19,Electronics,
090,Andrew Johnson,andrew.johnson@example.com,2025-04-30,22/04/2025,88.67,Electronics,usa
146,ethan gonzales,,04-25-2025,08/09/2024,-24.36,Home,FRA
051,KELSEY MORRIS,kelsey.morris@example.com,05-02-2025,2024-09-07,23.17,Fashion,USA
493,Steven Ross,steven.ross@example.com,04-12-2025,08-21-2024,23.28,Home,United States
391,Kelsey Parker,kelsey.parker@example.com,10-21-2024,06-24-2025,252.55,Home,FRA
279,zachary brown,,2024-10-31,19/01/2025,297.59,Fashion,uk
485,Sheri Schaefer,sheri.schaefer@example.com,02/10/2024,10-24-2024,183.39,Fashion,france
499,sonya krueger,sonya.krueger@example.com,28/08/2024,07/06/2025,450.92,Home,uk
045,Gabriel Johnson,gabriel.johnson@example.com,2025-06-20,2023-13-40,292.17,Home,uk
372,Wanda Pacheco,wanda.pacheco@example.com,2025/01/01,2025-01-16,292.95,Electronics,UK
102,Joseph Garrison,joseph.garrison@example.com,02/01/2025,2024/10/13,-93.2,Fashion,usa
253, Rebecca Ford ,rebecca.ford@example.com,2025/01/25,2025/01/25,481.94,Electronics,France
423,Jordan Mack,jordanmack@@example.com,11/03/2025,2025-03-01,379.48,Fashion,USA
109,Robert Bradley,robert.bradley@example.com,01-16-2025,04-24-2025,59.52,Fashion,
346,JUAN NORRIS,juan.norris@example.com,04/09/2024,07-20-2024,476.33,Home,UK
309,Megan Stewart,megan.stewart@example.com,2024/12/02,04/01/2025,131.36,Electronics,United States
280,brett fox,brett.fox@example.com,2025/03/28,,77.17,Fashion,France
385, Paula Thomas ,paula.thomas@example.com,2024-07-31,01/01/2025,217.64,fashion,UK
223,Karina Cummings,karinacummings@@example.com,08-16-2024,,213.55,Fashion,usa
428,Veronica Ball,veronica.ball@example.com,04/08/2024,,67.89,Electronics,france
247,Thomas Shah,thomas.shah@example.com,19/12/2024,27/11/2024,62.95,Electronics,United States
195,Robert Krause,robertkrause@@example.com,2024-08-03,2025/04/24,201.33,Fashion,usa
433,Corey Hill,corey.hill@example.com,2024/08/03,,384.93,Home,USA
086,Monica Randall,monica.randall@example.com,03-18-2025,26/11/2024,305.4,Electronics,USA
460,David Harrison,david.harrison@example.com,2025-01-18,2025/03/12,34.89,Home,United States
380,anthony reyes,anthony.reyes@example.com,29/08/2024,2024-09-22,284.7,Fashion,UK
093,Diana Fleming,dianafleming@@example.com,2024-09-08,2024-09-10,459.67,Fashion,uk
218,Katherine Rodriguez,katherine.rodriguez@example.com,07-16-2024,2025-05-02,498.41,Fashio,USA
,Courtney James,courtney.james@example.com,24/09/2024,02-22-2025,275.92,Fashion,FRA
463,Rebecca Yates,rebeccayates@@example.com,2025/04/24,2025-01-25,299.79,Fashion,UK
350,Maria Nunez,marianunez@@example.com,2024/08/13,2024-09-14,107.44,Fashion,UK
448,TRACY LUCAS,tracy.lucas@example.com,07/12/2024,,23.11,Electronics,United States
291, ashley johnston ,ashley.johnston@example.com,2025/04/23,2024/07/29,-68.41,Fashion,USA
024, Paul Roberts ,paul.roberts@example.com,2024-08-07,03/02/2025,337.71,electronics,FRA
271,Laura Jones,laura.jones@example.com,11-25-2024,01-04-2025,187.39,Home,France
038,Chelsea Price,chelsea.price@example.com,2024-07-15,07/03/2025,434.88,Electronics,France
186, Heather Caldwell ,heather.caldwell@example.com,01/03/2025,03/04/2025,145.76,fashion,FRA
030,Virginia Aguilar,virginia.aguilar@example.com,2025-02-10,17/05/2025,335.44,Home,United Kingdom
355,Regina Perez,regina.perez@example.com,12-08-2024,,444.04,Fashion,FRA
367,George Charles,,2024-12-14,2025-06-03,391.89,electronics,FRA
184,Stephanie Nielsen,stephanie.nielsen@example.com,2025-05-05,,375.53,Fashion,
456,Kyle Pratt,kylepratt@@example.com,2025-01-23,07-17-2024,495.9,Home,France
424,SCOTT CARPENTER,scott.carpenter@example.com,2024/11/04,19/11/2024,121.5,Electronics,UK
436,anthony bryant,anthony.bryant@example.com,2024/07/14,2024/08/13,318.6,Home,FRA
494,DANIEL DURAN,daniel.duran@example.com,2024/07/04,2025/06/13,499.86,Fashion,
343,Cassandra Moran,cassandra.moran@example.com,05/05/2025,04-12-2025,397.82,Home,USA
151,Daniel Stanley,daniel.stanley@example.com,2024-09-07,16/04/2025,270.08,Fashio,UK
118,Tonya Welch,tonya.welch@example.com,08-23-2024,30/06/2025,383.41,electronics,uk
323,Luke Wilkinson,luke.wilkinson@example.com,2025-06-23,25/12/2024,314.7,Electronics,FRA
063,Danielle Carson,danielle.carson@example.com,07/12/2024,08-19-2024,167.54,electronics,France
359,Timothy Irwin,timothy.irwin@example.com,28/06/2025,08/08/2024,111.48,Home,USA
149,Debra Evans,debra.evans@example.com,2025/04/13,03-20-2025,484.99,Electronics,France
445,Kenneth Ortiz,kenneth.ortiz@example.com,2023-13-40,,298.35,Electronics,
173,Shane Anderson,shane.anderson@example.com,11-29-2024,,193.19,Electronics,France
183,thomas walsh,thomas.walsh@example.com,2025/01/04,2024/08/25,115.43,Home,usa
059,MONICA VASQUEZ,monica.vasquez@example.com,2025-05-25,14/09/2024,108.2,Home,France
089,CHASE SMITH,chase.smith@example.com,19/06/2025,2025-04-22,417.82,Electronics,FRA
357,Ryan Montgomery,ryan.montgomery@example.com,2025/03/04,09-12-2024,453.41,Electronics,United Kingdom
423,Todd Elliott,todd.elliott@example.com,2023-13-40,19/10/2024,157.41,Home,United States
172,Kaitlyn Willis,kaitlyn.willis@example.com,06/08/2024,22/09/2024,356.56,electronics,france
173,john robinson,john.robinson@example.com,2024/10/07,2024-11-27,70.0,Home,usa
264,maria jenkins,maria.jenkins@example.com,2024-12-20,02/01/2025,288.29,Electronics,USA
388,Kimberly White,kimberly.white@example.com,2024-08-21,09-07-2024,79.62,Home,uk
055,Jason Rivas,jason.rivas@example.com,2024/09/24,2025-05-14,430.54,Electronics,USA
300,Timothy Prince,timothy.prince@example.com,2025-03-20,2025-06-28,409.35,Home,uk
445,Alicia Lopez,alicia.lopez@example.com,10-06-2024,2025/04/24,387.79,fashion,FRA
438,Kimberly Douglas,kimberly.douglas@example.com,02-07-2025,06/04/2025,402.64,Electronics,france
116,Heather Patton,heather.patton@example.com,2024/12/23,05/02/2025,-6.43,Electronics,usa
361,Mitchell Tran,mitchell.tran@example.com,2025-04-01,2023-13-40,356.36,Electronics,United States
,Cynthia Keller,cynthia.keller@example.com,11-06-2024,05-16-2025,232.73,Home,FRA
372,Desiree Huff,desiree.huff@example.com,12/09/2024,,66.14,home,uk
307,John Curtis,john.curtis@example.com,09-28-2024,,-8.96,Home,UK
473,Dr. Theresa Mcintosh,dr..theresa.mcintosh@example.com,2025/04/03,2024-11-05,356.76,Fashion,france
021,Jessica Johnson PhD,jessica.johnson.phd@example.com,22/03/2025,09-27-2024,243.34,Fashion,UK
131,Miguel Myers,miguel.myers@example.com,2025-02-03,10-16-2024,349.81,Fashion,USA
250,Rebecca Miller,rebecca.miller@example.com,09/06/2025,04-03-2025,381.65,Home,usa
029,Mitchell Davis,mitchell.davis@example.com,23/01/2025,17/06/2025,247.85,Electronics,france
453,Jared Evans Jr.,jared.evans.jr.@example.com,2025-01-24,2025-03-12,104.68,Home,USA
234,amber kennedy,amber.kennedy@example.com,29/10/2024,02/05/2025,268.5,Fashion,France
257,Tracy Johnson,,2024-11-02,2024/10/18,464.83,Electronics,United Kingdom
264,Jade Peterson,jade.peterson@example.com,31/08/2024,2025/01/30,265.0,Fashion,usa
436,Christine Johnson,christine.johnson@example.com,2024-09-03,2024-09-29,152.9,Electronics,France
037,Kendra Nolan,kendra.nolan@example.com,07/03/2025,2024/09/21,193.33,Home,United Kingdom
067,Courtney Zhang,courtney.zhang@example.com,2025/05/26,2024/10/08,207.87,Electronics,UK
005,Brian Huang,brian.huang@example.com,2025-05-30,2025/03/19,237.48,Home,france
200,Michele Murphy,michele.murphy@example.com,2024/09/03,04-17-2025,-68.93,Home,UK
197,Sarah Peters,sarah.peters@example.com,2025/04/26,03/09/2024,217.55,Home,france
371,Andrea Hart,andrea.hart@example.com,05-30-2025,2023-13-40,6166.57,Hom,United Kingdom
117,Melissa Valdez,melissa.valdez@example.com,09-05-2024,2024/12/25,280.45,Fashion,
371, Pamela Moore ,pamela.moore@example.com,2024-09-17,,75.94,Home,uk
324,Dana Robinson,dana.robinson@example.com,12-18-2024,11/03/2025,281.63,Electronic,uk
034,Jason Smith,jason.smith@example.com,08/08/2024,2024/09/23,81.29,Electronics,uk
256,William Massey,william.massey@example.com,2025/01/14,23/10/2024,415.91,Electronics,uk
404,Tina Martin,tina.martin@example.com,2024-07-03,2025-05-28,364.9,Fashion,USA
318,Elizabeth Torres,elizabethtorres@@example.com,12-30-2024,2023-13-40,106.69,Home,UK
324,JAMES JONES,james.jones@example.com,2024-10-10,07/08/2024,299.04,electronics,france
220,Michael Mccullough,michael.mccullough@example.com,01/07/2025,07-02-2025,85.77,Fashion,france
158,Natalie Frank,natalie.frank@example.com,2024/08/19,2025-03-27,422.44,Electronics,france
481,Heather Jackson,heather.jackson@example.com,19/03/2025,,198.49,Home,uk
041,Joshua Nelson,joshua.nelson@example.com,2023-13-40,23/01/2025,283.4,Home,United States
083,Dillon White,dillon.white@example.com,11-16-2024,2024/07/19,71.68,Home,
047,Bobby Wilkins,bobby.wilkins@example.com,06-26-2025,05/07/2024,308.96,Electronics,FRA
486,kimberly barton,kimberly.barton@example.com,06-28-2025,28/01/2025,403.8,Fashion,UK
432,Alicia Espinoza,alicia.espinoza@example.com,2025/04/06,,438.27,Fashion,USA
321,Anthony Webb,anthony.webb@example.com,2024-12-25,13/04/2025,31.52,Fashion,uk
335,Anna Hobbs,anna.hobbs@example.com,01-11-2025,08/01/2025,9771.97,Fashion,UK
028,Katelyn Evans,katelyn.evans@example.com,03-20-2025,2025-06-30,217.47,Home,UK
459,Laura Smith,laura.smith@example.com,2025-06-26,08-03-2024,382.52,Fashion,uk
332,kimberly brown,kimberly.brown@example.com,03-09-2025,2024/12/16,102.0,home,
220, Vanessa Howard MD ,vanessa.howard.md@example.com,19/05/2025,06-25-2025,302.2,Home,uk
003,Michael Sanchez,michael.sanchez@example.com,2024/07/18,2024/11/19,27.92,electronics,usa
109, Tamara Gordon ,tamara.gordon@example.com,12-09-2024,2024-08-28,22.1,Fashion,United Kingdom
417,Tammy Lambert,tammy.lambert@example.com,2024-09-07,2025/06/02,135.06,Fashion,uk
402,Kristina Bauer,kristina.bauer@example.com,2024/07/03,2025/02/09,112.08,Fashion,UK
150,Mr. David Collins,mr.davidcollins@@example.com,27/03/2025,2025-06-03,446.68,Home,FRA
328,CAITLIN MORA,caitlin.mora@example.com,2025-01-23,03-17-2025,244.57,Home,uk
074,Debra Decker,debra.decker@example.com,2024/09/30,09-02-2024,149.05,Electronics,United States
345,Chelsea Peters,chelsea.peters@example.com,07/11/2024,2024-08-12,238.71,Home,United States
264, Kevin Ferrell ,kevin.ferrell@example.com,24/03/2025,02-09-2025,461.87,Fashion,United Kingdom
379,Haley Gonzalez,haley.gonzalez@example.com,2024-11-12,2025-02-04,7726.85,Electronics,
363,Amanda Torres,amanda.torres@example.com,2025-03-03,27/11/2024,297.23,Home,France
294,curtis mueller,curtis.mueller@example.com,2024/09/09,07-10-2024,477.86,electronics,uk
186,Jason Jennings,jason.jennings@example.com,10/12/2024,,313.1,Fashion,UK
318, Debra Ellis ,debra.ellis@example.com,02/08/2024,13/05/2025,396.37,Home,USA
123,Kevin Powell,kevin.powell@example.com,17/11/2024,20/09/2024,-81.17,Fashion,usa
333,Susan Wu,susan.wu@example.com,01/07/2025,2024/07/17,46.05,Electronics,United Kingdom
018,paul hart,paul.hart@example.com,22/04/2025,24/11/2024,475.76,Home,United Kingdom
258,Corey Fernandez,,10-28-2024,2024/10/24,467.95,Fashio,France
302,April Brown,april.brown@example.com,2025-05-16,12-24-2024,464.42,electronics,FRA
389,Andrea Davis,andrea.davis@example.com,08-08-2024,2024/07/28,381.64,electronics,UK
390,Diana Clark,diana.clark@example.com,06-23-2025,24/09/2024,389.1,Home,United Kingdom
135,Dale Burns,dale.burns@example.com,2024/10/05,,360.0,Home,United States
367,Joseph Garcia,joseph.garcia@example.com,2024/08/05,06-17-2025,65.55,fashion,USA
388, Joseph Reed ,joseph.reed@example.com,10-26-2024,13/08/2024,192.28,Home,United States
037,Barbara Anderson,barbara.anderson@example.com,2025-03-12,06/02/2025,386.41,Fashion,United Kingdom
070,Michael Garcia,michael.garcia@example.com,2023-13-40,2025-04-04,324.77,Fashio,United Kingdom
495,Bobby Moore,bobby.moore@example.com,12-03-2024,08-12-2024,137.34,Fashion,uk
236,Joshua James,joshua.james@example.com,2023-13-40,2025/06/09,424.44,Home,United States
041, Benjamin Williams ,benjamin.williams@example.com,06-13-2025,26/07/2024,43.93,Home,United States
,Travis Green,travis.green@example.com,2023-13-40,2025-01-29,443.87,fashion,UK
132,Kelsey Vincent PhD,kelsey.vincent.phd@example.com,2025-04-28,10-13-2024,456.73,Fashion,France
